DATE,TMIN,TMAX,ELECTRIC_PROD,BEER_PROD
1985-01-01,38.193548387096776,50.516129032258064,72.5052,93.2
1985-02-01,37.82142857142857,50.535714285714285,70.672,96.0
1985-03-01,41.61290322580645,55.96774193548387,62.4502,95.2
1985-04-01,42.06666666666667,57.06666666666667,57.4714,77.1
1985-05-01,46.87096774193548,62.516129032258064,55.3151,70.9
1985-06-01,50.0,65.0,58.0904,64.8
1985-07-01,54.25806451612903,72.29032258064517,62.6202,70.1
1985-08-01,57.03225806451613,79.09677419354838,63.2485,77.3
1985-09-01,51.56666666666667,70.46666666666667,60.5846,79.5
1985-10-01,44.774193548387096,57.03225806451613,56.3154,100.6
1985-11-01,41.36666666666667,52.86666666666667,58.0005,100.7
1985-12-01,37.29032258064516,46.03225806451613,68.7145,107.1
1986-01-01,35.38709677419355,43.193548387096776,73.3057,95.9
1986-02-01,36.67857142857143,47.464285714285715,67.9869,82.8
1986-03-01,36.935483870967744,51.16129032258065,62.2221,83.3
1986-04-01,38.833333333333336,55.93333333333333,57.0329,80.0
1986-05-01,45.61290322580645,63.67741935483871,55.8137,80.4
1986-06-01,53.0,73.23333333333333,59.9005,67.5
1986-07-01,53.806451612903224,71.70967741935483,65.7655,75.7
1986-08-01,55.67741935483871,74.45161290322581,64.4816,71.1
1986-09-01,52.333333333333336,68.76666666666667,61.0005,89.3
1986-10-01,45.83870967741935,59.58064516129032,57.5322,101.1
1986-11-01,37.233333333333334,49.13333333333333,59.3417,105.2
1986-12-01,35.87096774193548,45.58064516129032,68.1354,114.1
1987-01-01,39.87096774193548,49.96774193548387,73.8152,96.3
1987-02-01,41.17857142857143,52.642857142857146,70.062,84.4
1987-03-01,42.87096774193548,55.774193548387096,65.61,91.2
1987-04-01,41.833333333333336,59.53333333333333,60.1586,81.9
1987-05-01,49.0,66.3225806451613,58.8734,80.5
1987-06-01,52.3,67.46666666666667,63.8918,70.4
1987-07-01,55.225806451612904,71.25806451612904,68.8694,74.8
1987-08-01,57.193548387096776,74.03225806451613,70.0669,75.9
1987-09-01,50.4,66.1,64.1151,86.3
1987-10-01,45.193548387096776,58.064516129032256,60.3789,98.7
1987-11-01,43.0,52.46666666666667,62.4643,100.9
1987-12-01,31.516129032258064,40.70967741935484,70.5777,113.8
1988-01-01,38.54838709677419,47.774193548387096,79.8703,89.8
1988-02-01,38.89655172413793,50.724137931034484,76.1622,84.4
1988-03-01,41.74193548387097,55.225806451612904,70.2928,87.2
1988-04-01,41.0,56.4,63.2384,85.6
1988-05-01,45.193548387096776,60.54838709677419,61.4065,72.0
1988-06-01,50.6,66.96666666666667,67.1097,69.2
1988-07-01,54.67741935483871,75.29032258064517,72.9816,77.5
1988-08-01,55.03225806451613,74.80645161290323,75.7655,78.1
1988-09-01,51.36666666666667,68.33333333333333,67.5152,94.3
1988-10-01,42.903225806451616,56.41935483870968,63.2832,97.7
1988-11-01,39.833333333333336,49.43333333333333,65.1078,100.2
1988-12-01,32.096774193548384,41.45161290322581,73.8631,116.4
1989-01-01,31.258064516129032,42.935483870967744,77.9188,97.1
1989-02-01,33.392857142857146,44.57142857142857,76.6822,93.0
1989-03-01,35.903225806451616,50.645161290322584,73.3523,96.0
1989-04-01,41.46666666666667,56.8,65.1081,80.5
1989-05-01,45.83870967741935,63.83870967741935,63.6892,76.1
1989-06-01,50.833333333333336,69.23333333333333,68.4722,69.9
1989-07-01,56.225806451612904,80.93548387096774,74.0301,73.6
1989-08-01,54.483870967741936,75.7741935483871,75.0448,92.6
1989-09-01,50.266666666666666,65.93333333333334,69.3053,94.2
1989-10-01,45.03225806451613,57.67741935483871,65.8735,93.5
1989-11-01,30.933333333333334,40.63333333333333,69.0706,108.5
1989-12-01,30.93548387096774,41.354838709677416,84.1949,109.4
1990-01-01,38.935483870967744,50.774193548387096,84.3598,105.1
1990-02-01,36.357142857142854,49.17857142857143,77.1726,92.5
1990-03-01,41.70967741935484,56.74193548387097,73.1964,97.1
1990-04-01,41.06666666666667,55.1,67.2781,81.4
1990-05-01,47.67741935483871,63.74193548387097,65.8218,79.1
1990-06-01,52.666666666666664,72.6,71.4654,72.1
1990-07-01,53.12903225806452,70.3225806451613,76.61399999999998,78.7
1990-08-01,56.774193548387096,80.03225806451613,77.1052,87.1
1990-09-01,51.06666666666667,67.13333333333334,73.061,91.4
1990-10-01,46.74193548387097,61.903225806451616,67.4365,109.9
1990-11-01,40.96666666666667,49.56666666666667,68.5665,116.3
1990-12-01,36.58064516129032,47.29032258064516,77.6839,113.0
1991-01-01,35.193548387096776,45.70967741935484,86.0214,100.0
1991-02-01,39.857142857142854,52.607142857142854,77.5573,84.8
1991-03-01,41.32258064516129,56.54838709677419,73.365,94.3
1991-04-01,42.8,61.1,67.15,87.1
1991-05-01,47.54838709677419,66.29032258064517,68.8162,90.3
1991-06-01,51.3,73.8,74.8448,72.4
1991-07-01,54.03225806451613,74.3225806451613,80.0928,84.9
1991-08-01,54.70967741935484,77.54838709677419,79.1606,92.7
1991-09-01,51.766666666666666,73.26666666666667,73.5743,92.2
1991-10-01,46.12903225806452,65.35483870967742,68.7538,114.9
1991-11-01,42.93333333333333,54.13333333333333,72.5166,112.5
1991-12-01,33.87096774193548,44.54838709677419,79.4894,118.3
1992-01-01,34.67741935483871,45.41935483870968,85.2855,106.0
1992-02-01,38.10344827586207,50.724137931034484,80.1643,91.2
1992-03-01,37.83870967741935,53.38709677419355,74.5275,96.6
1992-04-01,42.36666666666667,58.2,69.6441,96.3
1992-05-01,46.064516129032256,63.61290322580645,67.1784,88.2
1992-06-01,50.3,68.86666666666666,71.2078,70.2
1992-07-01,53.935483870967744,76.64516129032258,77.5081,86.5
1992-08-01,54.45161290322581,76.25806451612904,76.5374,88.2
1992-09-01,50.1,70.93333333333334,72.3541,102.8
1992-10-01,49.225806451612904,61.58064516129032,69.0286,119.1
1992-11-01,40.43333333333333,50.3,73.4992,119.2
1992-12-01,37.064516129032256,46.70967741935484,84.5159,125.1
1993-01-01,35.74193548387097,45.32258064516129,87.9464,106.1
1993-02-01,28.535714285714285,43.214285714285715,84.5561,102.1
1993-03-01,37.096774193548384,50.29032258064516,79.4747,105.2
1993-04-01,43.8,63.03333333333333,71.0578,101.0
1993-05-01,46.935483870967744,65.0,67.6762,84.3
1993-06-01,53.2,73.16666666666667,74.3297,87.5
1993-07-01,55.03225806451613,73.90322580645162,82.1048,92.7
1993-08-01,55.516129032258064,74.96774193548387,82.0605,94.4
1993-09-01,52.96666666666667,75.1,74.6031,113.0
1993-10-01,45.903225806451616,60.225806451612904,69.681,113.9
1993-11-01,42.06666666666667,51.8,74.4292,122.9
1993-12-01,38.483870967741936,47.25806451612903,84.2284,132.7
1994-01-01,37.74193548387097,47.25806451612903,94.1386,106.9
1994-02-01,33.964285714285715,45.892857142857146,87.1607,96.6
1994-03-01,39.0,55.193548387096776,79.2456,127.3
1994-04-01,44.266666666666666,59.9,70.9749,98.2
1994-05-01,46.29032258064516,63.0,69.3844,100.2
1994-06-01,51.233333333333334,68.43333333333334,77.9831,89.4
1994-07-01,56.774193548387096,79.19354838709677,83.277,95.3
1994-08-01,56.483870967741936,78.0,81.8872,104.2
1994-09-01,53.86666666666667,72.86666666666666,75.6826,106.4
1994-10-01,44.193548387096776,58.12903225806452,71.2661,116.2
1994-11-01,41.36666666666667,51.666666666666664,75.2458,135.9
1994-12-01,30.387096774193548,40.096774193548384,84.8147,134.0
1995-01-01,34.903225806451616,45.0,92.4532,104.6
1995-02-01,40.714285714285715,54.67857142857143,87.4033,107.1
1995-03-01,37.225806451612904,51.03225806451613,81.2661,123.5
1995-04-01,41.03333333333333,57.06666666666667,73.8167,98.8
1995-05-01,46.774193548387096,61.83870967741935,73.2682,98.6
1995-06-01,50.56666666666667,67.1,78.3026,90.6
1995-07-01,55.806451612903224,77.70967741935483,85.9841,89.1
1995-08-01,56.0,77.12903225806451,89.5467,105.2
1995-09-01,52.3,73.36666666666666,78.5035,114.0
1995-10-01,44.0,61.74193548387097,73.7066,122.1
1995-11-01,42.5,52.1,79.6543,138.0
1995-12-01,39.03225806451613,48.354838709677416,90.8251,142.2
1996-01-01,38.32258064516129,49.483870967741936,98.9732,116.4
1996-02-01,40.03448275862069,54.48275862068966,92.8883,112.6
1996-03-01,41.516129032258064,59.096774193548384,86.9356,123.8
1996-04-01,44.3,61.9,77.2214,103.6
1996-05-01,48.41935483870968,71.19354838709677,76.6826,113.9
1996-06-01,54.1,75.76666666666667,81.9306,98.6
1996-07-01,57.0,76.3225806451613,85.9606,95.0
1996-08-01,55.774193548387096,77.7741935483871,86.5562,116.0
1996-09-01,50.666666666666664,69.26666666666667,79.1919,113.9
1996-10-01,47.87096774193548,60.83870967741935,74.6891,127.5
1996-11-01,40.46666666666667,50.43333333333333,81.074,131.4
1996-12-01,34.32258064516129,43.225806451612904,90.4855,145.9
1997-01-01,32.225806451612904,43.483870967741936,98.4613,131.5
1997-02-01,34.107142857142854,50.464285714285715,89.7795,131.0
1997-03-01,40.38709677419355,55.83870967741935,83.0125,130.5
1997-04-01,44.06666666666667,56.96666666666667,76.1476,118.9
1997-05-01,50.516129032258064,68.70967741935483,73.8471,114.3
1997-06-01,52.46666666666667,68.56666666666666,79.7645,85.7
1997-07-01,53.58064516129032,68.6774193548387,88.4519,104.6
1997-08-01,56.03225806451613,74.90322580645162,87.7828,105.1
1997-09-01,50.166666666666664,73.5,81.9386,117.3
1997-10-01,47.903225806451616,62.83870967741935,77.5027,142.5
1997-11-01,35.166666666666664,48.766666666666666,82.0448,140.0
1997-12-01,35.67741935483871,47.12903225806452,92.101,159.8
1998-01-01,40.354838709677416,49.354838709677416,94.792,131.2
1998-02-01,34.642857142857146,46.142857142857146,87.82,125.4
1998-03-01,40.12903225806452,56.903225806451616,86.5549,126.5
1998-04-01,44.46666666666667,60.13333333333333,76.7521,119.4
1998-05-01,49.0,67.29032258064517,78.0303,113.5
1998-06-01,51.93333333333333,69.16666666666667,86.4579,98.7
1998-07-01,56.806451612903224,78.96774193548387,93.8379,114.5
1998-08-01,57.70967741935484,76.93548387096774,93.531,113.8
1998-09-01,54.9,73.76666666666667,87.5414,133.1
1998-10-01,46.12903225806452,59.45161290322581,80.0924,143.4
1998-11-01,37.4,47.3,81.4349,137.3
1998-12-01,36.935483870967744,46.54838709677419,91.6841,165.2
1999-01-01,40.67741935483871,52.03225806451613,102.1348,126.9
1999-02-01,40.5,51.32142857142857,91.1829,124.0
1999-03-01,39.83870967741935,55.74193548387097,90.7381,135.7
1999-04-01,43.7,59.8,80.5176,130.0
1999-05-01,50.193548387096776,70.0,79.3887,109.4
1999-06-01,53.166666666666664,72.2,87.8431,117.8
1999-07-01,57.29032258064516,76.70967741935483,97.4903,120.3
1999-08-01,54.16129032258065,71.6774193548387,96.4157,121.0
1999-09-01,54.6,73.36666666666666,87.2248,132.3
1999-10-01,45.483870967741936,59.41935483870968,80.6409,142.9
1999-11-01,43.7,54.46666666666667,82.2025,147.4
1999-12-01,37.29032258064516,47.483870967741936,94.5113,175.9
2000-01-01,35.12903225806452,44.193548387096776,102.2301,132.6
2000-02-01,35.6551724137931,50.58620689655172,94.2989,123.7
2000-03-01,39.83870967741935,54.645161290322584,88.0927,153.3
2000-04-01,44.333333333333336,58.666666666666664,81.4425,134.0
2000-05-01,45.67741935483871,60.45161290322581,84.4552,119.6
2000-06-01,50.86666666666667,69.96666666666667,91.0406,116.2
2000-07-01,57.16129032258065,78.51612903225806,95.9957,118.6
2000-08-01,55.87096774193548,76.96774193548387,99.3704,130.7
2000-09-01,51.06666666666667,67.33333333333333,90.9178,129.3
2000-10-01,44.74193548387097,57.516129032258064,83.1408,144.4
2000-11-01,38.13333333333333,48.13333333333333,88.041,163.2
2000-12-01,34.32258064516129,44.16129032258065,102.4558,179.4
2001-01-01,36.45161290322581,45.67741935483871,109.1081,128.1
2001-02-01,35.392857142857146,48.392857142857146,97.1717,138.4
2001-03-01,38.41935483870968,51.064516129032256,92.8283,152.7
2001-04-01,41.4,56.9,82.915,120.0
2001-05-01,49.29032258064516,67.03225806451613,82.5465,140.5
2001-06-01,51.86666666666667,66.96666666666667,90.3955,116.2
2001-07-01,55.193548387096776,73.6774193548387,96.074,121.4
2001-08-01,57.32258064516129,78.12903225806451,99.5534,127.8
2001-09-01,53.46666666666667,70.83333333333333,88.281,143.6
2001-10-01,45.87096774193548,56.70967741935484,82.686,157.6
2001-11-01,41.53333333333333,55.3,82.9319,166.2
2001-12-01,35.61290322580645,47.354838709677416,93.0381,182.3
2002-01-01,37.38709677419355,46.935483870967744,102.9955,153.1
2002-02-01,40.25,51.17857142857143,95.2075,147.6
2002-03-01,39.96774193548387,53.193548387096776,93.2556,157.7
2002-04-01,42.2,58.53333333333333,85.795,137.2
2002-05-01,48.38709677419355,61.25806451612903,85.2351,151.5
2002-06-01,51.7,68.03333333333333,93.1896,98.7
2002-07-01,57.806451612903224,77.35483870967742,102.393,145.8
2002-08-01,56.193548387096776,77.3225806451613,101.6293,151.7
2002-09-01,53.13333333333333,73.13333333333334,93.3089,129.4
2002-10-01,45.806451612903224,59.41935483870968,86.9002,174.1
2002-11-01,42.46666666666667,50.86666666666667,88.5749,197.0
2002-12-01,35.61290322580645,44.193548387096776,100.8003,193.9
2003-01-01,37.87096774193548,46.03225806451613,110.1807,164.1
2003-02-01,37.5,47.5,103.8413,142.8
2003-03-01,37.96774193548387,50.58064516129032,94.5532,157.9
2003-04-01,39.7,57.3,85.06200000000003,159.2
2003-05-01,44.03225806451613,59.61290322580645,85.4653,162.2
2003-06-01,50.56666666666667,65.7,91.0761,123.1
2003-07-01,53.096774193548384,71.74193548387096,102.22,130.0
2003-08-01,56.096774193548384,73.41935483870968,104.4682,150.1
2003-09-01,50.666666666666664,70.9,92.9135,169.4
2003-10-01,44.87096774193548,59.38709677419355,86.5047,179.7
2003-11-01,42.6,53.2,88.5735,182.1
2003-12-01,37.83870967741935,46.064516129032256,103.5428,194.3
2004-01-01,35.29032258064516,45.225806451612904,113.7226,161.4
2004-02-01,37.48275862068966,49.89655172413793,106.159,169.4
2004-03-01,37.96774193548387,50.935483870967744,95.4029,168.8
2004-04-01,42.96666666666667,58.8,86.7233,158.1
2004-05-01,47.0,60.645161290322584,89.0302,158.5
2004-06-01,51.833333333333336,69.3,95.5045,135.3
2004-07-01,55.0,73.54838709677419,101.7948,149.3
2004-08-01,53.96774193548387,72.93548387096774,100.2025,143.4
2004-09-01,51.766666666666666,68.56666666666666,94.024,142.2
2004-10-01,46.0,59.58064516129032,87.5262,188.4
2004-11-01,36.43333333333333,48.46666666666667,89.6144,166.2
2004-12-01,35.45161290322581,45.96774193548387,105.7263,199.2
2005-01-01,36.354838709677416,47.61290322580645,111.1614,182.7
2005-02-01,33.642857142857146,47.67857142857143,101.7795,145.2
2005-03-01,38.67741935483871,52.096774193548384,98.9565,182.1
2005-04-01,40.86666666666667,55.03333333333333,86.4776,158.7
2005-05-01,45.806451612903224,64.90322580645162,87.2234,141.6
2005-06-01,49.86666666666667,65.26666666666667,99.5076,132.6
2005-07-01,53.16129032258065,71.6774193548387,108.3501,139.6
2005-08-01,55.774193548387096,73.7741935483871,109.4862,147.0
2005-09-01,51.8,67.7,99.1155,166.6
2005-10-01,44.935483870967744,56.83870967741935,89.7567,157.0
2005-11-01,41.8,51.53333333333333,90.4587,180.4
2005-12-01,36.25806451612903,46.70967741935484,108.2257,210.2
2006-01-01,36.74193548387097,44.70967741935484,104.4724,159.8
2006-02-01,35.464285714285715,48.214285714285715,101.5196,157.8
2006-03-01,36.193548387096776,47.516129032258064,98.4017,168.2
2006-04-01,41.833333333333336,55.666666666666664,87.5093,158.4
2006-05-01,45.25806451612903,60.774193548387096,90.0222,152.0
2006-06-01,51.96666666666667,70.2,100.5244,142.2
2006-07-01,55.70967741935484,74.19354838709677,110.9503,137.2
2006-08-01,54.70967741935484,75.6774193548387,111.5192,152.6
2006-09-01,51.1,70.06666666666666,95.7632,166.8
2006-10-01,44.83870967741935,57.935483870967744,90.3738,165.6
2006-11-01,40.7,53.36666666666667,92.3566,198.6
2006-12-01,38.16129032258065,47.806451612903224,103.066,201.5
2007-01-01,40.354838709677416,51.096774193548384,112.0576,170.7
2007-02-01,35.75,47.464285714285715,111.8399,164.4
2007-03-01,41.16129032258065,52.41935483870968,99.1925,179.7
2007-04-01,42.46666666666667,55.3,90.8177,157.0
2007-05-01,46.67741935483871,62.87096774193548,92.0587,168.0
2007-06-01,53.2,72.4,100.9676,139.3
2007-07-01,56.67741935483871,78.96774193548387,107.5686,138.6
2007-08-01,56.064516129032256,76.70967741935483,114.1036,153.4
2007-09-01,53.46666666666667,71.7,101.5316,138.9
2007-10-01,48.25806451612903,60.193548387096776,93.0068,172.1
2007-11-01,37.1,48.53333333333333,93.9126,198.4
2007-12-01,36.87096774193548,46.58064516129032,106.7528,217.8
2008-01-01,35.67741935483871,44.83870967741935,114.8331,173.7
2008-02-01,38.0,50.93103448275862,108.2353,153.8
2008-03-01,40.54838709677419,54.645161290322584,100.4386,175.6
2008-04-01,43.63333333333333,62.93333333333333,90.9944,147.1
2008-05-01,49.096774193548384,64.80645161290323,91.2348,160.3
2008-06-01,53.766666666666666,72.9,103.9581,135.2
2008-07-01,58.0,78.25806451612904,110.7631,148.8
2008-08-01,58.12903225806452,76.03225806451613,107.5665,151.0
2008-09-01,52.333333333333336,65.33333333333333,97.7183,148.2
2008-10-01,47.25806451612903,59.32258064516129,90.9979,182.2
2008-11-01,39.733333333333334,50.2,93.8057,189.2
2008-12-01,38.03225806451613,46.935483870967744,109.4221,183.1
2009-01-01,36.774193548387096,47.41935483870968,116.8316,170.0
2009-02-01,34.107142857142854,51.035714285714285,104.4202,158.4
2009-03-01,41.87096774193548,56.225806451612904,97.8529,176.1
2009-04-01,43.56666666666667,57.93333333333333,88.1973,156.2
2009-05-01,50.61290322580645,65.80645161290323,87.5366,153.2
2009-06-01,52.43333333333333,67.4,97.2387,117.9
2009-07-01,55.774193548387096,75.3225806451613,103.9086,149.8
2009-08-01,56.16129032258065,77.3225806451613,105.7486,156.6
2009-09-01,50.86666666666667,68.13333333333334,94.8823,166.7
2009-10-01,48.225806451612904,59.74193548387097,89.2977,156.8
2009-11-01,38.266666666666666,47.53333333333333,89.3585,158.6
2009-12-01,37.903225806451616,47.354838709677416,110.6844,210.8
2010-01-01,42.32258064516129,50.806451612903224,119.0166,203.6
2010-02-01,36.17857142857143,49.642857142857146,110.533,175.2
2010-03-01,38.32258064516129,52.67741935483871,98.2672,168.7
2010-04-01,41.93333333333333,58.666666666666664,86.3,155.9
2010-05-01,47.45161290322581,66.12903225806451,90.8364,147.3
2010-06-01,53.96666666666667,72.2,104.3538,137.0
2010-07-01,56.935483870967744,78.06451612903226,112.8066,141.1
2010-08-01,54.67741935483871,77.12903225806451,112.9014,167.4
2010-09-01,52.166666666666664,72.4,100.1209,160.2
2010-10-01,45.45161290322581,59.064516129032256,88.9251,191.9
2010-11-01,39.233333333333334,49.06666666666667,92.775,174.4
2010-12-01,35.354838709677416,45.774193548387096,114.3266,208.2
2011-01-01,32.38709677419355,43.58064516129032,119.488,159.4
2011-02-01,38.535714285714285,48.714285714285715,107.3753,161.1
2011-03-01,40.74193548387097,53.483870967741936,99.1028,172.1
2011-04-01,42.53333333333333,58.7,89.3583,158.4
2011-05-01,46.74193548387097,66.38709677419355,90.0698,114.6
2011-06-01,51.333333333333336,69.3,102.8204,159.6
2011-07-01,58.25806451612903,77.25806451612904,114.7068,159.7
2011-08-01,56.41935483870968,74.7741935483871,113.5958,159.4
2011-09-01,52.46666666666667,67.36666666666666,99.4712,160.7
2011-10-01,44.0,57.064516129032256,90.3566,165.5
2011-11-01,39.2,49.43333333333333,93.8095,205.0
2011-12-01,35.96774193548387,43.61290322580645,107.3312,205.2
2012-01-01,33.774193548387096,43.61290322580645,111.9646,141.6
2012-02-01,38.241379310344826,49.62068965517241,103.3679,148.1
2012-03-01,37.03225806451613,49.935483870967744,93.5772,184.9
2012-04-01,38.9,55.1,87.5566,132.5
2012-05-01,48.29032258064516,63.935483870967744,92.7603,137.3
2012-06-01,49.93333333333333,66.76666666666667,101.14,135.5
2012-07-01,54.935483870967744,74.90322580645162,113.0357,121.7
2012-08-01,57.16129032258065,74.61290322580645,109.8601,166.1
2012-09-01,52.2,69.76666666666667,96.7431,146.8
2012-10-01,45.12903225806452,58.16129032258065,90.3805,162.8
2012-11-01,43.8,54.5,94.3417,186.8
2012-12-01,32.96774193548387,40.83870967741935,105.2722,185.5
2013-01-01,34.41935483870968,43.67741935483871,115.501,151.5
2013-02-01,34.75,48.5,106.734,158.1
2013-03-01,35.38709677419355,48.0,102.9948,143.0
2013-04-01,40.63333333333333,57.7,91.0092,151.2
2013-05-01,46.61290322580645,65.87096774193549,90.9634,147.6
2013-06-01,54.4,73.13333333333334,100.6957,130.7
2013-07-01,57.935483870967744,80.96774193548387,110.148,137.5
2013-08-01,56.483870967741936,74.6774193548387,108.1756,146.1
2013-09-01,53.233333333333334,71.56666666666666,99.2809,133.6
2013-10-01,45.935483870967744,58.54838709677419,91.7871,167.9
2013-11-01,41.266666666666666,51.96666666666667,97.2853,181.9
2013-12-01,32.096774193548384,43.70967741935484,113.4732,202.0
2014-01-01,42.483870967741936,51.45161290322581,124.2549,166.5
2014-02-01,40.5,53.07142857142857,112.8811,151.3
2014-03-01,39.61290322580645,54.45161290322581,104.7631,146.2
2014-04-01,42.46666666666667,56.5,90.2867,148.3
2014-05-01,45.516129032258064,60.83870967741935,92.134,144.7
2014-06-01,51.0,65.63333333333334,101.878,123.6
2014-07-01,54.193548387096776,74.87096774193549,108.5497,151.6
2014-08-01,55.54838709677419,75.19354838709677,108.194,133.9
2014-09-01,54.43333333333333,67.33333333333333,100.4172,137.4
2014-10-01,46.774193548387096,59.806451612903224,92.3837,181.6
2014-11-01,38.03333333333333,48.266666666666666,99.7033,182.0
2014-12-01,38.45161290322581,47.87096774193548,109.3477,190.0
2015-01-01,37.32258064516129,46.225806451612904,120.2696,161.2
2015-02-01,33.464285714285715,45.035714285714285,116.3788,155.5
2015-03-01,38.903225806451616,51.38709677419355,104.4706,141.9
2015-04-01,38.833333333333336,52.233333333333334,89.7461,164.6
2015-05-01,44.903225806451616,59.74193548387097,91.093,136.2
2015-06-01,51.166666666666664,67.6,102.6495,126.8
2015-07-01,54.74193548387097,73.58064516129032,111.6354,152.5
2015-08-01,55.806451612903224,75.83870967741936,110.5925,126.6
2015-09-01,54.46666666666667,73.5,101.9204,150.1
2015-10-01,46.38709677419355,58.0,91.5959,186.3
2015-11-01,36.8,49.3,93.0628,147.5
2015-12-01,34.03225806451613,44.29032258064516,103.2203,200.4
2016-01-01,34.774193548387096,44.70967741935484,117.0837,177.2
2016-02-01,37.758620689655174,48.689655172413794,106.6688,127.4
2016-03-01,37.096774193548384,49.193548387096776,95.3548,177.1
2016-04-01,42.8,58.766666666666666,89.3254,154.4
2016-05-01,46.74193548387097,63.806451612903224,90.7369,135.2
2016-06-01,50.86666666666667,65.66666666666667,104.0375,126.4
2016-07-01,55.29032258064516,73.2258064516129,114.5397,147.3
2016-08-01,57.225806451612904,78.54838709677419,115.5159,140.6
2016-09-01,52.233333333333334,73.2,102.7637,152.3
2016-10-01,47.096774193548384,60.483870967741936,91.4867,151.2
2016-11-01,41.4,52.4,92.89,172.2
2016-12-01,37.935483870967744,45.03225806451613,112.7694,215.3
2017-01-01,33.45161290322581,43.0,114.8505,154.1
2017-02-01,39.785714285714285,49.035714285714285,99.4901,159.3
2017-03-01,40.96774193548387,54.87096774193548,101.0396,160.4
2017-04-01,44.06666666666667,57.63333333333333,88.353,151.9
2017-05-01,49.87096774193548,67.3225806451613,92.0805,148.4
2017-06-01,55.7,73.83333333333333,102.1532,139.6
2017-07-01,57.096774193548384,78.96774193548387,112.1538,148.2
2017-08-01,59.87096774193548,79.0,108.9312,153.5
2017-09-01,56.46666666666667,70.43333333333334,98.6154,145.1
2017-10-01,45.74193548387097,57.61290322580645,93.6137,183.7
2017-11-01,42.06666666666667,53.7,97.3359,210.5
2017-12-01,34.774193548387096,44.645161290322584,114.7212,203.3
2018-01-01,39.354838709677416,49.29032258064516,129.4048,153.3
